;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 30.07.2018 01:40:35
;----------------------------------------------

;Address Opcode 	ASM
0x0C84	0x2102      	CALL       _Lcd_Cmd
0x0C85	0x158A      	BSF        PCLATH, 3
;MyProject.c,650 :: 		if(pos == 10)
0x0C86	0x0824      	MOVF       _pos, 0
0x0C87	0x3A0A      	XORLW      10
0x0C88	0x1D03      	BTFSS      STATUS, 2
0x0C89	0x2CB9      	GOTO       L_main191
;MyProject.c,652 :: 		if(saniye == 59)
0x0C8A	0x0859      	MOVF       _saniye, 0
0x0C8B	0x3A3B      	XORLW      59
0x0C8C	0x1D03      	BTFSS      STATUS, 2
0x0C8D	0x2C90      	GOTO       L_main192
;MyProject.c,653 :: 		saniye = 0;
0x0C8E	0x01D9      	CLRF       _saniye
0x0C8F	0x2C91      	GOTO       L_main193
L_main192:
;MyProject.c,655 :: 		saniye = saniye +1;
0x0C90	0x0AD9      	INCF       _saniye, 1
L_main193:
;MyProject.c,656 :: 		ByteToStrWithZeros(saniye,txt);
0x0C91	0x0859      	MOVF       _saniye, 0
0x0C92	0x1683      	BSF        STATUS, 5
0x0C93	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0C94	0x30D3      	MOVLW      _txt
0x0C95	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0C96	0x118A      	BCF        PCLATH, 3
0x0C97	0x21F9      	CALL       _ByteToStrWithZeros
0x0C98	0x158A      	BSF        PCLATH, 3
;MyProject.c,657 :: 		Lcd_Chr(2,11,txt[2]);
0x0C99	0x3002      	MOVLW      2
0x0C9A	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0C9B	0x300B      	MOVLW      11
0x0C9C	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0C9D	0x0855      	MOVF       _txt+2, 0
0x0C9E	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0C9F	0x118A      	BCF        PCLATH, 3
0x0CA0	0x217A      	CALL       _Lcd_Chr
0x0CA1	0x158A      	BSF        PCLATH, 3
;MyProject.c,658 :: 		Lcd_Chr(2,10,txt[1]);
0x0CA2	0x3002      	MOVLW      2
0x0CA3	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0CA4	0x300A      	MOVLW      10
0x0CA5	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0CA6	0x0854      	MOVF       _txt+1, 0
0x0CA7	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0CA8	0x118A      	BCF        PCLATH, 3
0x0CA9	0x217A      	CALL       _Lcd_Chr
0x0CAA	0x158A      	BSF        PCLATH, 3
;MyProject.c,659 :: 		delay_ms(250);
0x0CAB	0x3002      	MOVLW      2
0x0CAC	0x00FB      	MOVWF      R11
0x0CAD	0x3045      	MOVLW      69
0x0CAE	0x00FC      	MOVWF      R12
0x0CAF	0x30A9      	MOVLW      169
0x0CB0	0x00FD      	MOVWF      R13
L_main194:
0x0CB1	0x0BFD      	DECFSZ     R13, 1
0x0CB2	0x2CB1      	GOTO       L_main194
0x0CB3	0x0BFC      	DECFSZ     R12, 1
0x0CB4	0x2CB1      	GOTO       L_main194
0x0CB5	0x0BFB      	DECFSZ     R11, 1
0x0CB6	0x2CB1      	GOTO       L_main194
0x0CB7	0x0000      	NOP
0x0CB8	0x0000      	NOP
;MyProject.c,661 :: 		}
L_main191:
;MyProject.c,662 :: 		if(pos == 7)
0x0CB9	0x1283      	BCF        STATUS, 5
0x0CBA	0x0824      	MOVF       _pos, 0
0x0CBB	0x3A07      	XORLW      7
0x0CBC	0x1D03      	BTFSS      STATUS, 2
0x0CBD	0x2CED      	GOTO       L_main195
;MyProject.c,664 :: 		if(dakika == 59)
0x0CBE	0x0850      	MOVF       _dakika, 0
0x0CBF	0x3A3B      	XORLW      59
0x0CC0	0x1D03      	BTFSS      STATUS, 2
0x0CC1	0x2CC4      	GOTO       L_main196
;MyProject.c,665 :: 		dakika = 0;
0x0CC2	0x01D0      	CLRF       _dakika
0x0CC3	0x2CC5      	GOTO       L_main197
L_main196:
;MyProject.c,667 :: 		dakika = dakika +1;
0x0CC4	0x0AD0      	INCF       _dakika, 1
L_main197:
;MyProject.c,668 :: 		ByteToStrWithZeros(dakika,txt);
0x0CC5	0x0850      	MOVF       _dakika, 0
0x0CC6	0x1683      	BSF        STATUS, 5
0x0CC7	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0CC8	0x30D3      	MOVLW      _txt
0x0CC9	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0CCA	0x118A      	BCF        PCLATH, 3
0x0CCB	0x21F9      	CALL       _ByteToStrWithZeros
0x0CCC	0x158A      	BSF        PCLATH, 3
;MyProject.c,669 :: 		Lcd_Chr(2,8,txt[2]);
0x0CCD	0x3002      	MOVLW      2
0x0CCE	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0CCF	0x3008      	MOVLW      8
0x0CD0	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0CD1	0x0855      	MOVF       _txt+2, 0
0x0CD2	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0CD3	0x118A      	BCF        PCLATH, 3
0x0CD4	0x217A      	CALL       _Lcd_Chr
0x0CD5	0x158A      	BSF        PCLATH, 3
;MyProject.c,670 :: 		Lcd_Chr(2,7,txt[1]);
0x0CD6	0x3002      	MOVLW      2
0x0CD7	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0CD8	0x3007      	MOVLW      7
0x0CD9	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0CDA	0x0854      	MOVF       _txt+1, 0
0x0CDB	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0CDC	0x118A      	BCF        PCLATH, 3
0x0CDD	0x217A      	CALL       _Lcd_Chr
0x0CDE	0x158A      	BSF        PCLATH, 3
;MyProject.c,671 :: 		delay_ms(250);
0x0CDF	0x3002      	MOVLW      2
0x0CE0	0x00FB      	MOVWF      R11
0x0CE1	0x3045      	MOVLW      69
0x0CE2	0x00FC      	MOVWF      R12
0x0CE3	0x30A9      	MOVLW      169
0x0CE4	0x00FD      	MOVWF      R13
L_main198:
0x0CE5	0x0BFD      	DECFSZ     R13, 1
0x0CE6	0x2CE5      	GOTO       L_main198
0x0CE7	0x0BFC      	DECFSZ     R12, 1
0x0CE8	0x2CE5      	GOTO       L_main198
0x0CE9	0x0BFB      	DECFSZ     R11, 1
0x0CEA	0x2CE5      	GOTO       L_main198
0x0CEB	0x0000      	NOP
0x0CEC	0x0000      	NOP
;MyProject.c,672 :: 		}
L_main195:
;MyProject.c,673 :: 		if(pos == 4)
0x0CED	0x1283      	BCF        STATUS, 5
0x0CEE	0x0824      	MOVF       _pos, 0
0x0CEF	0x3A04      	XORLW      4
0x0CF0	0x1D03      	BTFSS      STATUS, 2
0x0CF1	0x2D21      	GOTO       L_main199
;MyProject.c,676 :: 		if(saat == 24)
0x0CF2	0x0858      	MOVF       _saat, 0
0x0CF3	0x3A18      	XORLW      24
0x0CF4	0x1D03      	BTFSS      STATUS, 2
0x0CF5	0x2CF8      	GOTO       L_main200
;MyProject.c,677 :: 		saat = 0;
0x0CF6	0x01D8      	CLRF       _saat
0x0CF7	0x2CF9      	GOTO       L_main201
L_main200:
;MyProject.c,679 :: 		saat = saat+1;
0x0CF8	0x0AD8      	INCF       _saat, 1
L_main201:
;MyProject.c,680 :: 		ByteToStrWithZeros(saat,txt);
0x0CF9	0x0858      	MOVF       _saat, 0
0x0CFA	0x1683      	BSF        STATUS, 5
0x0CFB	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0CFC	0x30D3      	MOVLW      _txt
0x0CFD	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0CFE	0x118A      	BCF        PCLATH, 3
0x0CFF	0x21F9      	CALL       _ByteToStrWithZeros
0x0D00	0x158A      	BSF        PCLATH, 3
;MyProject.c,681 :: 		Lcd_Chr(2,5,txt[2]);
0x0D01	0x3002      	MOVLW      2
0x0D02	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0D03	0x3005      	MOVLW      5
0x0D04	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0D05	0x0855      	MOVF       _txt+2, 0
0x0D06	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0D07	0x118A      	BCF        PCLATH, 3
0x0D08	0x217A      	CALL       _Lcd_Chr
0x0D09	0x158A      	BSF        PCLATH, 3
;MyProject.c,682 :: 		Lcd_Chr(2,4,txt[1]);
0x0D0A	0x3002      	MOVLW      2
0x0D0B	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0D0C	0x3004      	MOVLW      4
0x0D0D	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0D0E	0x0854      	MOVF       _txt+1, 0
0x0D0F	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0D10	0x118A      	BCF        PCLATH, 3
0x0D11	0x217A      	CALL       _Lcd_Chr
0x0D12	0x158A      	BSF        PCLATH, 3
;MyProject.c,683 :: 		delay_ms(250);
0x0D13	0x3002      	MOVLW      2
0x0D14	0x00FB      	MOVWF      R11
0x0D15	0x3045      	MOVLW      69
0x0D16	0x00FC      	MOVWF      R12
0x0D17	0x30A9      	MOVLW      169
0x0D18	0x00FD      	MOVWF      R13
L_main202:
0x0D19	0x0BFD      	DECFSZ     R13, 1
0x0D1A	0x2D19      	GOTO       L_main202
0x0D1B	0x0BFC      	DECFSZ     R12, 1
0x0D1C	0x2D19      	GOTO       L_main202
0x0D1D	0x0BFB      	DECFSZ     R11, 1
0x0D1E	0x2D19      	GOTO       L_main202
0x0D1F	0x0000      	NOP
0x0D20	0x0000      	NOP
;MyProject.c,684 :: 		}
L_main199:
;MyProject.c,685 :: 		}
L_main190:
;MyProject.c,686 :: 		if(PORTD.RD1 == 1)
0x0D21	0x1283      	BCF        STATUS, 5
0x0D22	0x1C88      	BTFSS      PORTD, 1
0x0D23	0x2DC5      	GOTO       L_main203
;MyProject.c,688 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x0D24	0x300C      	MOVLW      12
0x0D25	0x1683      	BSF        STATUS, 5
0x0D26	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0D27	0x118A      	BCF        PCLATH, 3
0x0D28	0x2102      	CALL       _Lcd_Cmd
0x0D29	0x158A      	BSF        PCLATH, 3
;MyProject.c,689 :: 		if(pos == 10)
0x0D2A	0x0824      	MOVF       _pos, 0
0x0D2B	0x3A0A      	XORLW      10
0x0D2C	0x1D03      	BTFSS      STATUS, 2
0x0D2D	0x2D5D      	GOTO       L_main204
;MyProject.c,691 :: 		if(saniye == 0)
0x0D2E	0x0859      	MOVF       _saniye, 0
0x0D2F	0x3A00      	XORLW      0
0x0D30	0x1D03      	BTFSS      STATUS, 2
0x0D31	0x2D34      	GOTO       L_main205
;MyProject.c,692 :: 		saniye = 0;
0x0D32	0x01D9      	CLRF       _saniye
0x0D33	0x2D35      	GOTO       L_main206
L_main205:
;MyProject.c,694 :: 		saniye = saniye-1;
0x0D34	0x03D9      	DECF       _saniye, 1
L_main206:
;MyProject.c,695 :: 		ByteToStrWithZeros(saniye,txt);
0x0D35	0x0859      	MOVF       _saniye, 0
0x0D36	0x1683      	BSF        STATUS, 5
0x0D37	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0D38	0x30D3      	MOVLW      _txt
0x0D39	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0D3A	0x118A      	BCF        PCLATH, 3
0x0D3B	0x21F9      	CALL       _ByteToStrWithZeros
0x0D3C	0x158A      	BSF        PCLATH, 3
;MyProject.c,696 :: 		Lcd_Chr(2,11,txt[2]);
0x0D3D	0x3002      	MOVLW      2
0x0D3E	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0D3F	0x300B      	MOVLW      11
0x0D40	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0D41	0x0855      	MOVF       _txt+2, 0
0x0D42	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0D43	0x118A      	BCF        PCLATH, 3
0x0D44	0x217A      	CALL       _Lcd_Chr
0x0D45	0x158A      	BSF        PCLATH, 3
;MyProject.c,697 :: 		Lcd_Chr(2,10,txt[1]);
0x0D46	0x3002      	MOVLW      2
0x0D47	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0D48	0x300A      	MOVLW      10
0x0D49	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0D4A	0x0854      	MOVF       _txt+1, 0
0x0D4B	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0D4C	0x118A      	BCF        PCLATH, 3
0x0D4D	0x217A      	CALL       _Lcd_Chr
0x0D4E	0x158A      	BSF        PCLATH, 3
;MyProject.c,698 :: 		delay_ms(250);
0x0D4F	0x3002      	MOVLW      2
0x0D50	0x00FB      	MOVWF      R11
0x0D51	0x3045      	MOVLW      69
0x0D52	0x00FC      	MOVWF      R12
0x0D53	0x30A9      	MOVLW      169
0x0D54	0x00FD      	MOVWF      R13
L_main207:
0x0D55	0x0BFD      	DECFSZ     R13, 1
0x0D56	0x2D55      	GOTO       L_main207
0x0D57	0x0BFC      	DECFSZ     R12, 1
0x0D58	0x2D55      	GOTO       L_main207
0x0D59	0x0BFB      	DECFSZ     R11, 1
0x0D5A	0x2D55      	GOTO       L_main207
0x0D5B	0x0000      	NOP
0x0D5C	0x0000      	NOP
;MyProject.c,700 :: 		}
L_main204:
;MyProject.c,701 :: 		if(pos == 7)
0x0D5D	0x1283      	BCF        STATUS, 5
0x0D5E	0x0824      	MOVF       _pos, 0
0x0D5F	0x3A07      	XORLW      7
0x0D60	0x1D03      	BTFSS      STATUS, 2
0x0D61	0x2D91      	GOTO       L_main208
;MyProject.c,703 :: 		if(dakika == 0)
0x0D62	0x0850      	MOVF       _dakika, 0
0x0D63	0x3A00      	XORLW      0
0x0D64	0x1D03      	BTFSS      STATUS, 2
0x0D65	0x2D68      	GOTO       L_main209
;MyProject.c,704 :: 		dakika = 0;
0x0D66	0x01D0      	CLRF       _dakika
0x0D67	0x2D69      	GOTO       L_main210
L_main209:
;MyProject.c,706 :: 		dakika = dakika-1;
0x0D68	0x03D0      	DECF       _dakika, 1
L_main210:
;MyProject.c,707 :: 		ByteToStrWithZeros(dakika,txt);
0x0D69	0x0850      	MOVF       _dakika, 0
0x0D6A	0x1683      	BSF        STATUS, 5
0x0D6B	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0D6C	0x30D3      	MOVLW      _txt
0x0D6D	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0D6E	0x118A      	BCF        PCLATH, 3
0x0D6F	0x21F9      	CALL       _ByteToStrWithZeros
0x0D70	0x158A      	BSF        PCLATH, 3
;MyProject.c,708 :: 		Lcd_Chr(2,8,txt[2]);
0x0D71	0x3002      	MOVLW      2
0x0D72	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0D73	0x3008      	MOVLW      8
0x0D74	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0D75	0x0855      	MOVF       _txt+2, 0
0x0D76	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0D77	0x118A      	BCF        PCLATH, 3
0x0D78	0x217A      	CALL       _Lcd_Chr
0x0D79	0x158A      	BSF        PCLATH, 3
;MyProject.c,709 :: 		Lcd_Chr(2,7,txt[1]);
0x0D7A	0x3002      	MOVLW      2
0x0D7B	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0D7C	0x3007      	MOVLW      7
0x0D7D	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0D7E	0x0854      	MOVF       _txt+1, 0
0x0D7F	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0D80	0x118A      	BCF        PCLATH, 3
0x0D81	0x217A      	CALL       _Lcd_Chr
0x0D82	0x158A      	BSF        PCLATH, 3
;MyProject.c,710 :: 		delay_ms(250);
0x0D83	0x3002      	MOVLW      2
0x0D84	0x00FB      	MOVWF      R11
0x0D85	0x3045      	MOVLW      69
0x0D86	0x00FC      	MOVWF      R12
0x0D87	0x30A9      	MOVLW      169
0x0D88	0x00FD      	MOVWF      R13
L_main211:
0x0D89	0x0BFD      	DECFSZ     R13, 1
0x0D8A	0x2D89      	GOTO       L_main211
0x0D8B	0x0BFC      	DECFSZ     R12, 1
0x0D8C	0x2D89      	GOTO       L_main211
0x0D8D	0x0BFB      	DECFSZ     R11, 1
0x0D8E	0x2D89      	GOTO       L_main211
0x0D8F	0x0000      	NOP
0x0D90	0x0000      	NOP
;MyProject.c,711 :: 		}
L_main208:
;MyProject.c,712 :: 		if(pos == 4)
0x0D91	0x1283      	BCF        STATUS, 5
0x0D92	0x0824      	MOVF       _pos, 0
0x0D93	0x3A04      	XORLW      4
0x0D94	0x1D03      	BTFSS      STATUS, 2
0x0D95	0x2DC5      	GOTO       L_main212
;MyProject.c,714 :: 		if(saat == 0)
0x0D96	0x0858      	MOVF       _saat, 0
0x0D97	0x3A00      	XORLW      0
0x0D98	0x1D03      	BTFSS      STATUS, 2
0x0D99	0x2D9C      	GOTO       L_main213
;MyProject.c,715 :: 		saat = 0;
0x0D9A	0x01D8      	CLRF       _saat
0x0D9B	0x2D9D      	GOTO       L_main214
L_main213:
;MyProject.c,717 :: 		saat = saat-1;
0x0D9C	0x03D8      	DECF       _saat, 1
L_main214:
;MyProject.c,718 :: 		ByteToStrWithZeros(saat,txt);
0x0D9D	0x0858      	MOVF       _saat, 0
0x0D9E	0x1683      	BSF        STATUS, 5
0x0D9F	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0DA0	0x30D3      	MOVLW      _txt
0x0DA1	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0DA2	0x118A      	BCF        PCLATH, 3
0x0DA3	0x21F9      	CALL       _ByteToStrWithZeros
0x0DA4	0x158A      	BSF        PCLATH, 3
;MyProject.c,719 :: 		Lcd_Chr(2,5,txt[2]);
0x0DA5	0x3002      	MOVLW      2
0x0DA6	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0DA7	0x3005      	MOVLW      5
0x0DA8	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0DA9	0x0855      	MOVF       _txt+2, 0
0x0DAA	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0DAB	0x118A      	BCF        PCLATH, 3
0x0DAC	0x217A      	CALL       _Lcd_Chr
0x0DAD	0x158A      	BSF        PCLATH, 3
;MyProject.c,720 :: 		Lcd_Chr(2,4,txt[1]);
0x0DAE	0x3002      	MOVLW      2
0x0DAF	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0DB0	0x3004      	MOVLW      4
0x0DB1	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0DB2	0x0854      	MOVF       _txt+1, 0
0x0DB3	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0DB4	0x118A      	BCF        PCLATH, 3
0x0DB5	0x217A      	CALL       _Lcd_Chr
0x0DB6	0x158A      	BSF        PCLATH, 3
;MyProject.c,721 :: 		delay_ms(250);
0x0DB7	0x3002      	MOVLW      2
0x0DB8	0x00FB      	MOVWF      R11
0x0DB9	0x3045      	MOVLW      69
0x0DBA	0x00FC      	MOVWF      R12
0x0DBB	0x30A9      	MOVLW      169
0x0DBC	0x00FD      	MOVWF      R13
L_main215:
0x0DBD	0x0BFD      	DECFSZ     R13, 1
0x0DBE	0x2DBD      	GOTO       L_main215
0x0DBF	0x0BFC      	DECFSZ     R12, 1
0x0DC0	0x2DBD      	GOTO       L_main215
0x0DC1	0x0BFB      	DECFSZ     R11, 1
0x0DC2	0x2DBD      	GOTO       L_main215
0x0DC3	0x0000      	NOP
0x0DC4	0x0000      	NOP
;MyProject.c,722 :: 		}
L_main212:
;MyProject.c,723 :: 		}
L_main203:
0x0DC5	0x1683      	BSF        STATUS, 5
;MyProject.c,724 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x0DC6	0x300C      	MOVLW      12
0x0DC7	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0DC8	0x118A      	BCF        PCLATH, 3
0x0DC9	0x2102      	CALL       _Lcd_Cmd
0x0DCA	0x158A      	BSF        PCLATH, 3
;MyProject.c,725 :: 		}
0x0DCB	0x2C0B      	GOTO       L_main177
L_main178:
;MyProject.c,726 :: 		}
0x0DCC	0x282E      	GOTO       L_main100
;MyProject.c,727 :: 		}
L_end_main:
0x0DCD	0x2DCD      	GOTO       $+0
; end of _main
;MyProject.c,0 :: ?ICS_mod
0x04B9	0x3400 ;?ICS_mod+0
; end of ?ICS_mod
;MyProject.c,0 :: ?ICS_pos
0x04BA	0x340A ;?ICS_pos+0
; end of ?ICS_pos
;MyProject.c,0 :: ?ICS?lstr10_MyProject
0x04BB	0x3453 ;?ICS?lstr10_MyProject+0
0x04BC	0x3441 ;?ICS?lstr10_MyProject+1
0x04BD	0x3441 ;?ICS?lstr10_MyProject+2
0x04BE	0x3454 ;?ICS?lstr10_MyProject+3
0x04BF	0x3420 ;?ICS?lstr10_MyProject+4
0x04C0	0x344B ;?ICS?lstr10_MyProject+5
0x04C1	0x3455 ;?ICS?lstr10_MyProject+6
0x04C2	0x3452 ;?ICS?lstr10_MyProject+7
0x04C3	0x3455 ;?ICS?lstr10_MyProject+8
0x04C4	0x344C ;?ICS?lstr10_MyProject+9
0x04C5	0x3455 ;?ICS?lstr10_MyProject+10
0x04C6	0x344D ;?ICS?lstr10_MyProject+11
0x04C7	0x3455 ;?ICS?lstr10_MyProject+12
0x04C8	0x3400 ;?ICS?lstr10_MyProject+13
; end of ?ICS?lstr10_MyProject
;MyProject.c,0 :: ?ICS_alarm_saat
0x04C9	0x3400 ;?ICS_alarm_saat+0
; end of ?ICS_alarm_saat
;MyProject.c,0 :: ?ICS?lstr2_MyProject
0x04CA	0x3450 ;?ICS?lstr2_MyProject+0
0x04CB	0x3445 ;?ICS?lstr2_MyProject+1
0x04CC	0x3452 ;?ICS?lstr2_MyProject+2
0x04CD	0x3449 ;?ICS?lstr2_MyProject+3
0x04CE	0x3459 ;?ICS?lstr2_MyProject+4
0x04CF	0x344F ;?ICS?lstr2_MyProject+5
0x04D0	0x3444 ;?ICS?lstr2_MyProject+6
0x04D1	0x3449 ;?ICS?lstr2_MyProject+7
0x04D2	0x344B ;?ICS?lstr2_MyProject+8
0x04D3	0x3420 ;?ICS?lstr2_MyProject+9
0x04D4	0x3441 ;?ICS?lstr2_MyProject+10
0x04D5	0x344C ;?ICS?lstr2_MyProject+11
0x04D6	0x3441 ;?ICS?lstr2_MyProject+12
0x04D7	0x3452 ;?ICS?lstr2_MyProject+13
0x04D8	0x344D ;?ICS?lstr2_MyProject+14
0x04D9	0x3400 ;?ICS?lstr2_MyProject+15
; end of ?ICS?lstr2_MyProject
;MyProject.c,0 :: ?ICS?lstr1_MyProject
0x04DA	0x3449 ;?ICS?lstr1_MyProject+0
0x04DB	0x344C ;?ICS?lstr1_MyProject+1
0x04DC	0x3441 ;?ICS?lstr1_MyProject+2
0x04DD	0x3443 ;?ICS?lstr1_MyProject+3
0x04DE	0x3420 ;?ICS?lstr1_MyProject+4
0x04DF	0x3453 ;?ICS?lstr1_MyProject+5
0x04E0	0x3441 ;?ICS?lstr1_MyProject+6
0x04E1	0x3441 ;?ICS?lstr1_MyProject+7
0x04E2	0x3454 ;?ICS?lstr1_MyProject+8
0x04E3	0x3449 ;?ICS?lstr1_MyProject+9
0x04E4	0x3400 ;?ICS?lstr1_MyProject+10
; end of ?ICS?lstr1_MyProject
;MyProject.c,0 :: ?ICS_alarm_dakika
0x04E5	0x3400 ;?ICS_alarm_dakika+0
; end of ?ICS_alarm_dakika
;MyProject.c,0 :: ?ICS_dakika
0x04E6	0x3400 ;?ICS_dakika+0
; end of ?ICS_dakika
;MyProject.c,0 :: ?ICS?lstr3_MyProject
0x04E7	0x3453 ;?ICS?lstr3_MyProject+0
0x04E8	0x3441 ;?ICS?lstr3_MyProject+1
0x04E9	0x3441 ;?ICS?lstr3_MyProject+2
0x04EA	0x3454 ;?ICS?lstr3_MyProject+3
0x04EB	0x3420 ;?ICS?lstr3_MyProject+4
0x04EC	0x343A ;?ICS?lstr3_MyProject+5
0x04ED	0x3400 ;?ICS?lstr3_MyProject+6
; end of ?ICS?lstr3_MyProject
;MyProject.c,0 :: ?ICS_saat
0x04EE	0x3400 ;?ICS_saat+0
; end of ?ICS_saat
;MyProject.c,0 :: ?ICS_saniye
0x04EF	0x3400 ;?ICS_saniye+0
; end of ?ICS_saniye
;MyProject.c,0 :: ?ICS?lstr5_MyProject
0x04F0	0x3449 ;?ICS?lstr5_MyProject+0
0x04F1	0x344C ;?ICS?lstr5_MyProject+1
0x04F2	0x344B ;?ICS?lstr5_MyProject+2
0x04F3	0x3420 ;?ICS?lstr5_MyProject+3
0x04F4	0x3441 ;?ICS?lstr5_MyProject+4
0x04F5	0x344C ;?ICS?lstr5_MyProject+5
0x04F6	0x3441 ;?ICS?lstr5_MyProject+6
0x04F7	0x3452 ;?ICS?lstr5_MyProject+7
0x04F8	0x344D ;?ICS?lstr5_MyProject+8
0x04F9	0x3400 ;?ICS?lstr5_MyProject+9
; end of ?ICS?lstr5_MyProject
;MyProject.c,0 :: ?ICS_yaz
0x04FA	0x3400 ;?ICS_yaz+0
; end of ?ICS_yaz
;MyProject.c,0 :: ?ICS?lstr4_MyProject
0x04FB	0x3441 ;?ICS?lstr4_MyProject+0
0x04FC	0x344C ;?ICS?lstr4_MyProject+1
0x04FD	0x3441 ;?ICS?lstr4_MyProject+2
0x04FE	0x3452 ;?ICS?lstr4_MyProject+3
0x04FF	0x344D ;?ICS?lstr4_MyProject+4
0x0500	0x3420 ;?ICS?lstr4_MyProject+5
0x0501	0x343A ;?ICS?lstr4_MyProject+6
0x0502	0x3400 ;?ICS?lstr4_MyProject+7
; end of ?ICS?lstr4_MyProject
;MyProject.c,0 :: ?ICS?lstr7_MyProject
0x0503	0x3454 ;?ICS?lstr7_MyProject+0
0x0504	0x3445 ;?ICS?lstr7_MyProject+1
0x0505	0x344B ;?ICS?lstr7_MyProject+2
0x0506	0x3420 ;?ICS?lstr7_MyProject+3
0x0507	0x3453 ;?ICS?lstr7_MyProject+4
0x0508	0x3445 ;?ICS?lstr7_MyProject+5
0x0509	0x3446 ;?ICS?lstr7_MyProject+6
0x050A	0x3445 ;?ICS?lstr7_MyProject+7
0x050B	0x3452 ;?ICS?lstr7_MyProject+8
0x050C	0x344C ;?ICS?lstr7_MyProject+9
0x050D	0x3449 ;?ICS?lstr7_MyProject+10
0x050E	0x344B ;?ICS?lstr7_MyProject+11
0x050F	0x3400 ;?ICS?lstr7_MyProject+12
; end of ?ICS?lstr7_MyProject
;MyProject.c,0 :: ?ICS?lstr8_MyProject
0x0510	0x3441 ;?ICS?lstr8_MyProject+0
0x0511	0x344C ;?ICS?lstr8_MyProject+1
0x0512	0x3441 ;?ICS?lstr8_MyProject+2
0x0513	0x3452 ;?ICS?lstr8_MyProject+3
0x0514	0x344D ;?ICS?lstr8_MyProject+4
0x0515	0x3400 ;?ICS?lstr8_MyProject+5
; end of ?ICS?lstr8_MyProject
;MyProject.c,0 :: ?ICS?lstr9_MyProject
0x0516	0x3441 ;?ICS?lstr9_MyProject+0
0x0517	0x344C ;?ICS?lstr9_MyProject+1
0x0518	0x3441 ;?ICS?lstr9_MyProject+2
0x0519	0x3452 ;?ICS?lstr9_MyProject+3
0x051A	0x344D ;?ICS?lstr9_MyProject+4
0x051B	0x3420 ;?ICS?lstr9_MyProject+5
0x051C	0x3453 ;?ICS?lstr9_MyProject+6
